Text,
Giao hàng rất thiếu chuyên nghiệp  thả hàng trước cửa rồi đi luôn  Ngoai ra là hàng điện tử dễ vỡ mà bọc hàng và vận chuyển rất thiếu cẩn thận  Hộp móp rất sâu như bị rơi mạnh  Nên tôi đã không mở hộp ra  yêu cầu trả lại  Vẫn đang chờ xem cách xử lý của TiKi thế nào                   ,
Hiện tại mới sử dụng 1 ngày rất ổn  xem youtube đẹp  xem phim trên fpt play cũng ổn  nói chung giá tiền này vầy là tốt lắm rồi  nhu cầu của mình chỉ cần coi youtube mượt đẹp  xem fim online được là ổn  Cảm nhận ban đầu là vậy còn bền hay không thì cần thêm thời gian               ,
sản phẩm thì ổn vì mình trước đó mua 1 cái r  sản phẩm đáng giá 5*  Cái mình thực sự không hài lòng là do dịch vụ vận chuyển đôi co không cho mình kiểm hàng  bảo với mình hàng thanh toán trước r có đồng kiểm hay không thì họ cũng sẽ ghi là đã nhận hàng  mình nhận hàng bằng dịch vụ vận chuyển best đi xe tải ạ                    ,
Mình rất bất ngờ trước khả năng giao hàng của Tiki  Mình đang ở TP HCM đặt về tặng gia đình  1 xã sâu trong huyện của tỉnh Bình Định  nhưng sau 2 ngày là hàng đã được giao đến tận nơi  Tivi kết nối mạng rất ổn có đầy đủ chức năng cơ bản của 1 smart tivi  khả năng bắt dvb t2 tốt  tivi viền mỏng nên không lớn lắm  Nói chung hoàn toàn hài lòng                  ,
Mình mua 3 cái tivi 2 cái 49 inch và 1 cái tivi này đều của Toshiba  Nhận xét của mình là Tiki giao 3 cái đều bị lỗi  Sử dụng được 2 tháng thì nổi sọc  chuyển màn hình xanh phải gọi bảo hành của Toshiba và phải bù tiền để đổi cái khác vì dòng cũ không còn hỗ trợ  Cái tivi 40 inch này thì vừa mua về đã không sử dụng được chờ khởi động chương trình nào mất 30 phút chưa thấy gì   Nản  Rút kinh nghiệm không mua tivi qua Tiki nữa                    ,
Em chào Tiki  Em đã mua và nhận được chiếc tivi này vào ngày 11/8  Em rất hài lòng với sản phẩm                     ,
Bên vận chuyển giao hàng ngay giờ nghỉ ăn trưa mặc dù tôi yêu cầu giao chậm hơn 30 phút để gia đình ăn trưa vẫn không được    Bên nhà cung cấp thì không giao Hoá Đơn VAT cho khách hàng     Đề nghị Tiki liên lạc bên bán yêu cầu xuất hóa đơn gấp                         ,
Rất tuyệt vời  Mình đặt mua tivi vào lúc 11h tối hôm trước mà sáng hôm sau 10h là tiki đã giao tivi rồi  mặc dù là giao hàng tiêu chuẩn không tốn tiền vận chuyển   Đầu giờ chiều là có người tới tận nhà lắp ráp chân đế vào luôn  Các bạn làm dịch vụ rất vui vẻ thân thiện  Chất lượng tivi rất tốt  hình ảnh sắc nét  lướt web ổn  nói chung là mình hoàn toàn hài lòng về sản phẩm và dịch vụ                  ,
Thùng hàng đóng bọc quá sơ sài không có bọc chống sốc mà chỉ bọc mấy tờ bìa giấy mỏng  Không đóng khung gỗ gì hết  nên khi khui hàng mình cẩn thận quay lại clip và kết quả như hình vỡ màn luôn  Quá thất vọng                   ,
đã nhận được hàng  thời gian giao hàng lâu  trể 1 ngày  chắc do dịch nên thông cảm  nhân viên tiki giao hàng thái độ không được thoải mái  bảo không cho xem hàng gì gì hết  không cho kiểm tra hàng  bắt ký nhận  thái độ phục vụ vậy không thể chấp nhận được  sản phẩm thì đang trãi nghiệm về chất lượng  mong tiki làm việc lại bên giao hàng  để phục vụ tốt hơn                     ,
lần đặt mua sản phẩm này khiến tôi quá thất vọng    Tôi đặt hàng giao tới địa chỉ ở TPHCM ngày 8/9/2020 và được dự kiến giao hàng vào ngày 9/9/2020    Ngày 9/9 không thấy giao  tiki đã có nhắn tin và thông báo đơn hàng trễ 1 ngày và hẹn giao vào ngày 10/9   Ngày 10/9 không thấy có ai liên hệ giao  mình đã gọi cho tiki và được hẹn chắc chắn giao trong ngày 11/9   Ngày 11/9 mình chờ cả ngày cũng không thấy ai hẹn giao hàng  dù đã được bảo đảm trong ngày thứ 6 11/9 sẽ giao   Mình đã phản hồi cho tiki và lại nhận được cái hẹn cố gắng giao trong ngày thứ 7  12/9    Cả ngày thứ 7 lại im ru không có ai hẹn giao  tới trưa chủ nhật tiki và đơn vị vận chuyển đã gọi điện hẹn sẽ giao vào thứ 2  và mình đã hẹn giao sau 5h chiều vì lúc đó mới đi làm về => đơn vị vận chuyển đã ổn xác nhận   Sáng thứ 2 đơn vị vận chuyển lại gọi điện bảo là sau 5h xe tải bị cấm không được vào nội thành => ủa vậy tại sao ngay lúc hẹn không nói luôn đi  mà đã ổn sau 5h rồi sáng thứ 2 lại báo lại Và lại hẹn tiếp qua sáng thứ 3    HIện đơn vị vận chuyển đã giao hàng  nhưng rồi mình lại phải tiếp tục chờ đơn vị lắp ráp  và lại được hẹn trong vòng 48h sẽ có người đến ráp  Mua 1 cái tivi  giao ở nội thành TPHCM  mà chờ hơn 1 tuần với 5 6 lần hẹn  Xin phép chấm 1 sao cho dịch vụ lần này và chia tay tiki từ đây              ,
Chất lượng ổn  có điều mình ở chung cư mà chỉ hỗ trợ giao tới thang máy  Tự mình vác lên lầu vậy khâu kiểm tra hàng thì làm sao Không lẽ mình câu dây điện tới thang máy để mở ra kiểm tại thang máy                   ,
Tốt trong tầm giá  Sản phẩm mới nguyên đai nguyên kiện  Kích hoạt bảo hành LG nhắn ngay khi hàng vừa mới nhận được 1 ngày                    ,
Mua TIVI tặng kèm remote thông minh   nhưng khi nhận hàng không có là sao   Mình chỉ nhận được remote bình thường của tivi   vui lòng kiểm tra lại                    ,
Đúng quảng cáo  giá hợp lý  tặng kèm magic remote  Nhân viên giao hàng nhiệt tình  chu đáo  2 ngày giao hàng  Tiếp tục ủng hộ Tiki                  ,
Giao hàng nhanh  Hàng nguyên seal  chính hãng  Chưa bao giờ thất vọng với Tiki Trading                   ,
Hàng xài tốt  nhân viên lắp đặt nhiệt tình  Nhưng có 1 vấn đề là mình tham gia thanh toán thẻ 6 tháng nhưng bị charge tiền 1 lần                       ,
Lần đầu mua đồ của tiki nhưng mình thấy giá so với sản phẩm rẻ  giao hàng nhanh  Mình thấy lắp đặt cug dễ nên tự lắp  Mới đầu xem bình luận thấy mọi ng phàn nàn nhiều mình cũng hơi lo  Về chất lượng máy mình thấy rất ổn máy giặt rất êm không ồn                   ,
sản phẩm chất lượng bình thường nhưng khâu giao hàng lắp đặt rất phiền phức  tốt nhất mắc 1 chút mua trung tâm điện máy nhưng người ta giao đàng hoàng  tình hình đúng ngày giao hàng vì không về nhà kịp mình có hẹn 3h thay vì 2h30 nhưng không linh hoạt được  lần 2 giao thì chuyển cho 1 bên vận chuyển  tìm mọi cách để nói khách là em chỉ giao trước cửa chung cư  mình nói đem lên giúp boa thêm tiền thì mới làm 2 hôm sau có kỹ thuật gọi nói giờ bên em lên lắp đặt  thôi dẹp  quá xàm                    ,
Sau khi nhận hàng trễ so với dự kiến   thì tôi gọi lên nhờ lắp đặt sớm vì hàng phải nhận roi trong 48 tiếng mới có thợ đến lắp   gọi hotline nhiều lần và cũng được hứa hẹn nhưng đến hôm nay vẫn không ai liên hệ   tui đã thuê thợ đến lắp và phát hiện máy giặt bị móp theo hình   tiki xem lại sản phẩm giúp tôi                  ,
Sản phẩm rất tốt 5 sao  giá khá ổn nhưng không áp dụng được mã giảm  lại thêm phụ phí cồng kềnh ~70K   tính tổng chi phí cũng không tiết kiệm là bao nên bỏ đi 2 sao  Chắc không còn gì để mua sắm   to   thế này nữa   cộng trả góp 0% 12 tháng nên đành bấm nút thôi chứ đợi thêm mất thời gian và công sức cũng vào đấy cả                 ,
Mới nhận hàng xong  Nhân viên giao nhận vô trách nhiệm  chỉ giao đến cửa mà không hỗ trợ đặt vào vị trí phù hợp  Nhờ đặt đúng chỗ thì trả lời chỉ giao đến đây thôi  Mọi người đừng mua máy to cồng kềnh từ tiki nữa  Nhiều người phản ánh mà tôi vẫn tin tưởng chọn tiki  vậy mà vấn đề vẫn không được khắc phục  Thất vọng quá                   ,
1 Giao hàng đúng hẹn 2  Lắp đặt thì tiki hợp tác với thợ điện lạnh ở khu vực địa phương để lắp  Nói chung người lắp đặt hẹn tới lui mấy lần  hơi thiếu chuyên nghiệp ở khâu đặt hẹn  3  Máy giá tốt  4  Sử dụng máy cho tầm 3 người là thoải mái  5  Có chăm sóc sau lắp đặt  Quy trình tốt và thực hiên tốt                    ,
Giao hàng tới xong cũng không ai tới lắp ráp Hỏi nhân viên giao hàng thì tỏ vẻ bực tức bảo gọi lên Tổng Đài  Gọi lên tổng đài Tiki thì gọi cả ngày đều bận  Chờ cả tuần cuối cùng cũng phải nhờ người lắp ráp  Lời khuyên cho những ai có nhu cầu mua thì ra đmx hoặc Nguyễn Kim mua cho nhanh  Lắp ráp tại nhà  bảo hành  chất lượng tốt chứ đặt trên này một lần xong thấy thất vọng kinh khủng                   ,
không hài lòng về việc lắp đặt máy giặt  lắp đặt sơ sài khi đặt hàng đã gọi lên tổng đài thông báo 2 lần về việc gắn trực tiếp vào vòi nước  tổng đài không ghi chú cho nhân viên lắp đặt  nhân viên lắp đặt cũng lắp đặt sơ sài khi sử dụng đường ống nước bị rớt ra                  ,
Máy giặt thiết kế khá đẹp mắt  hoạt động tốt  Điểm trừ là giao hàng chậm  Mặc dù có thu phụ phí hàng cồng kềnh 76k  mua ngày 25/11  dự kiến giao ngày thứ 7  1/12  Tôi đã cố gắng sắp xếp ở nhà để nhận hàng nhưng không thấy liên hệ  mãi đến ngày thứ 2  3/12 mới gọi giao hàng  rất không hài lòng vì ảnh hưởng bao nhiêu công việc và thời gian  Đề nghị Tiki làm việc lại với đối tác giao hàng để cải thiện chất lượng dịch vụ              ,
Máy giặt êm  sạch  giặt khá nhanh  vắt khô  Mình rất hài lòng từ sản phẩm đến dịch vụ vận chuyển  tư vấn     ngoài trừ khâu lắp đặt  Lắp đặt rất ẩu  đầu ống cấp nước gắn không khít vào máy  mình phải tự tháo ra gắn lại  không nhiệt tình  làm kiểu cho nhanh rồi về nên chỉ cho 3 sao thôi            ,
Khi mua Tiki ghi giao hàng trong 24h nhưng 2 ngày sau mới giao  Khi giao thì một ông xe ôm chở máy giặt đến không có ai giúp bắt chủ nhà bê cùng cái máy giặt gần 70không  Hôm sau một ông khác gọi điện bảo đến lắp nhưng ông ý bảo chỉ lắp giờ hành chính  Tôi phải nói là sẽ trả tiền làm ngoài giờ ông ý mới đến sau 17h30’  Đến lắp thì đi một mình chủ nhà lại phải bê cùng  lắp thì như phá  Tóm lại chỉ nên mua những đồ vặt ở Tiki  Những đồ điện máy hoặc đồ phải lắp đặt thì không nên mua để rước bực mình vào người                    ,
Nhân viên giao hàng và lắp đặt nhanh  nhiệt tình  Mình mới chạy thử thì máy giặt chạy êm  Mình rất hài lòng với sản phẩm và cách phục vụ của nhân viên  Mình chỉ chưa biết chế độ bảo hành của máy giặt ntn Mong Tiki phản hồi sớm ạ                    ,
Từ ngày nhận được hàng thành công 18/01/2020 đến nay sản phẩm tôi mua chưa có thông báo kích hoạt bảo hành  Sản phẩm dùng chạy êm  tốt  Tiki kiểm tra giúp về vấn đề bảo hành sản phẩm giúp mình                    ,
Mình mua máy giặt của nhà cung cấp Tiki trading  Cuối cùng lắp xong mới thấy nắp máy bị nứt vỡ Cho hỏi trường hợp này bên tiki xử lý như thế nào                    ,
Mỗi tội nhân viên giao hàng thì hẹn sai giờ và thái độ không được nền nã và ngại việc  Tiki nên tuyển nhân sự chất lượng cao hơn                    ,
tôi đã nhận hàng và sử dụng gần được tháng nhưng chưa được kích hoạy bảo hành  tiki xem xét kích hoạt bảo hành để đảm bảo quyền lợi người tiêu dùng                     ,
Đến thời điểm này  mới nhận được máy và chạy thử thì rất ổn  Nhưng tôi hơi lo ngại về độ bền của máy và vấn đề bảo hành                     ,
Mình chưa lắp đặt sản phẩm  nhưng mạnh dạn vote 5 sao vì anh shipper nhiệt tình bê giúp sản phẩm lên tầng 3                   ,
Máy lạnh chạy êm tốt nhưng mình không hài lòng bên lắp đặt  mua gói lắp đặt nhanh trước 7h không qua kịp  xong khoảng 9h qua lắp được cục lạnh xong báo không đem vật tư nên về  ukm tại cũng trời tối nên mình bỏ qua  sang hôm sau lắp cục nóng cũng không vấn đề  tới lúc tính dây đồng thì mới giật mình do lúc lắp mình chỉ xem lắp cục lạnh  ng thợ còn lại lắp cục nóng đi dây đồng tận 9 5m  tưởng mua tiki rẻ ai ngờ bị chém lắp đặt  mấy bạn xem dây đồng như thế này có phải lắp dư quá không  thay vì đi thẳng xuống còn này chạy 1 vòng  H giá cái máy + lắp đặt cao hơn đmx r  khuyên mấy bạn mua rẻ thì nên thuê thợ ngoài lắp đặt chứ không bị gạt như mình         ,
Thứ nhất  giá khá tốt  Sản phẩm mới Thứ hai  sáng giao chiều lắp  Cái này hơi nhanh nhưng cũng ổn Thứ ba  phát sinh thêm 1tr670 tiền đường ống và phụ kiện  Cũng ổn không sao   9m ống  Thứ 4  bo thêm a trai lắp 100k  Thấy ảnh nhiệt tình Thứ năm  máy lắp xong chạy ổn  Chưa có dấu hiệu gì cả  Tạm thời  5 sao                     ,
Lúc đầu mình cân nhắc và tìm hiểu rất nhiều về các dòng máy  Mình chỉ có tầm 5 6tr đổ lại  nhưng lại muốn máy lạnh thật bền  thật tiết kiệm điện  chạy thật êm  Cực kỳ quan trọng 3 tiêu chí đó vì mình mua máy lắp cho phòng cho khách nước ngoài thuê  Chỉ cần kêu to  hay công suất kém là khách phàn nàn  đánh giá ngay  Thế nên dù ít tiền nhưng mình rất khắt khe với Tiki và các bên cung cấp  Sau khi so sánh các hãng  thì mình thấy Sharp và vừa túi tiền của mình nhất  Phòng của mình chỉ khoảng 30m2 nên dùng máy 1HP là thoải mái rồi  Hàng của Nhật thì bền  lắp ráp ở Thái Lan thì cũng yên tâm  Mà đặc biệt là Sharp  ít quảng cáo hơn Panasonic  nên họ tốn ít phí marketing hơn  do đó giá thành rẻ hơn  mình có lợi hơn nên mình quyết định chọn Sharp  Và lên sosanhgia xem bên nào rẻ nhất thì thấy có mấy bên rẻ hơn Tiki vài trăm  dù Tiki đã thuộc dạng cắt máu rồi  Mình có thử liên lạc mấy bên đó  nhưng gọi không ai nghe  nhắn tin thì mãi ngày sau mới trả lời  không có review khách hàng nên cũng không yên tâm lắm  Cuối cùng thấy Tiki phản hồi khá nhanh nên mình gọi Hotline để kiểm tra và xác minh mọi thông trước  rồi sau đó đặt hàng  Sau khi thanh toán xong thì sau 2 ngày là máy được giao đến dù không có TikiNow  Mình gọi giục Tiki lắp đặt liên tục  vì khách của mình đã đến ở rồi mà chưa có máy lạnh  Ngay sau đó bên bộ phận khác của Tiki gọi báo xin lỗi vì máy mình mua không hỗ trợ lắp đặt  Các bạn hỗ trợ trước xác nhận nhầm  Mình rất bực mình  Đọc lại thông tin thì đúng là không có lắp đặt bao gồm  Nhưng Tiki cũng xin lỗi và đồng ý hỗ trợ lắp đặt miễn phí cho mình vì sự cố nhầm lẫn bên bộ phận hotline  Thợ đến lắp rất nhanh  ngay ngày hôm sau đó  Lắp xong còn quét và lau dọn bụi sạch sẽ  Khách của mình ở phòng cũng rất thích  Phí vật tư tổng cộng hết 482k  Mình đã hỏi khách thuê phòng của mình xem máy dùng thích không thì họ bảo rất thích  chạy rất êm  Máy lắp ở góc mà mát cả phòng  Cuối cùng mình rất cảm ơn Tiki  Trải nghiệm có đủ buồn bực vui vẻ hoan hỉ  Nhưng cuối cùng chốt lại là cực kỳ hài lòng  vì sản phẩm quá tốt so với giá tiền bỏ ra ,
Sao khi đọc nhiều phản hồi tiêu cực 1 Sao của các bạn mình có nhiều nghi ngại về khâu dịch vụ của Tiki  Nhưng sau những trải nghiệm thực tế mình có những góp ý như sau dành cho các Review 1 sao    1  Lắp đặt máy lạnh không giống lắm đặt tivi   rất khó khăn và nhiêu kê vì có nhiều đường ống  Nếu các bạn tìm hiểu kĩ về bản giá của các dịch vụ điện lạnh sẽ thấy   Phí Lắp Đặt   là 1 mục riêng khoản 250 300k và độc lập với tiền vật tư  dây đồng  CP       Tháo máy lạnh cũng là 1 mục dịch vụ được niêm yết riêng trong bản báo giá của mọi công ty điện lạnh  Nên nhiều review 1 SAO ở đây đã không hiểu chuyện này    2  MIỄN PHÍ CÔNG LẮP ĐẶT mà TIKI đề cập là miễn phí chỉ mục DV đó thôi   giá thị trường cở 300k     3  Vệ sinh ống đồng 300k  Chúng ta cần biết là gas R32 coa nhiệt độ rất thấp  âm mấy chục độ  nếu gặp hơi ẩm nó sẽ làn đóng băng hơi nước gây nghẻn có thể hư máy nén  Cho nên vệ sinh ống đồng không phải là lấy nước rửa mà cần có những vật dụng chuyên môn hoặc gas để làm sạch nên họ cần phải thu phí    4  Giá TiKi thực tế rẻ hơn nhiều so với ở những ST điện máy                 ,
Giao hàng nhanh  Có phụ phí hàng cồng kềnh 90k hay gần vậy không nhớ rõ  Sang hôm sau có người gọi để lắp đặt  Lắp đặt nhanh  chi phí lắp đặt cũng được thể hiện rõ trong hoá đơn kèm theo của Tiki   không phải hoá đơn viết tay đâu nha  Miễn phí lắp đặt tức miễn phí công lắp  các vật liệu sẽ được tính theo giá niêm yết  Của mình thêm 700k tiền vật liệu cần để lắp đặt  Dùng hơn 1 tuần nay thấy rất ổn nha  Lâu dài thì phải có thời gian thêm mới rõ                   ,
Giao hàng sau 24h cũng tạm được trong khi ghi giao nhanh trong 3h   Giá cả mỗi ngày một khác   Giá gốc ghi 9 690 000 giảm 30% là 6 783 000  Nhưng giá trên web lại ghi là 6 819 000   Chênh lệch 36k là tiền gì không rõ             nếu giao nhanh trong 3h thì phí ship giao nhanh thì tạm chấp nhận được    Trong khi 24h mình mới nhận được hàng                       ,
Mình mua máy sử dụng được 3 ngày rồi  có vài nhận xét như sau  1  Tiki giao hàng và lắp đặt rất nhanh  đặt hôm trước hôm sau giao hàng và lắp đặt luôn  Nhân viên rất nhiệt tình  chuyên nghiệp  2  Giá tiki bán rẻ hơn những nơi khác rất nhiều  3  Máy sau khi lắp đặt chạy êm  làm lạnh nhanh  đặc biệt có chế độ ion và bé ngủ mình rất thích  Cám ơn Tiki                ,
hệ thống tiki vận hành cứng nhắc thiếu linh hoạt  sau khi biết mua trả góp 0 được hỗ trợ tikipro  tôi có yêu cầu chuyển sang tiền mặt hoặc hủy mua lại  vì tôi 0 có thời gian để chờ đợi 2 lượt giao và lắp 1 SAO cho tiki  5 SAO dành cho đơn vị giao và lắp đặt hỗ trợ nhiệt tình  sản phẩm mới lắp không biết thế nào                    ,
Sản phẩm rất tốt  Nhưng nhân viên lắp đặt vô cùng tệ  4 cái máy lạnh mà toàn đi dây đường vòng để làm tiền khách hàng làm dư thừa gần hơn cả chục mét dây đồng không đáng có  Máy lạnh ở lầu 4 thì không để cục nóng ở sân thượng cách đó 1 lầu mà lại kéo dây đồng cục nóng ngược xuống ban công tầng 1 làm gì  Khi khách hàng yêu cầu làm lại thì thái độ rồi không giải quyết  Làm tốn quá nhiều kinh phí mà dây dư lòng thòng quấn quanh nhà  Quá tệ                    ,
Cách đây vài tuần tôi mua máy inverter Sharp 1hp cho nhà tôi  cũng là tháo máy cũ trên tường xuống để lắp máy mới  không có inverter  xài gaz cũ   Nhân viên lắp ráp thu phí vật tư 120K Hôm qua tôi thêm 1 cái y chang lắp cho Ba Mẹ  Nhân viên tính cho Ba mẹ tôi trả  150K công tháo máy cũ xuống + 3 mối hàn 90K + ống đồng 60K + súc rửa ống gaz 300K = 600K  Tại sao mua 2 lần cách nhau 2 tuần lại có sự khác nhau như vậy Miễn phí lắp đặt nghĩa là chỉ miễn phí lắp lên tường hay sao Việc tháo máy cũ xuống  mối hàn  súc rửa ống gaz không phải là công việc lắp đặt sao Tôi đã tin tưởng Tiki để gọi thêm lắp đặt cho Cha Mẹ mà không ngờ nhân viên lắp đặt tính tiền Cha mẹ tôi như vậy  Thật quá thất vọng  Đề nghị Tiki có lời thích cho tôi                ,
Sản phẩm chưa dùng nếu không đánh giá nhưng rate 1* cho thái độ dịch vụ  Tiki ghi cung cấp dịch vụ 0d lắp đặt  hôm chở đến thứ 7 hẹn mình thứ 2 quay lại lắp  Thứ 2 nhà mình gọi lại thì kêu là tự bê lên trên tầng đi  chỉ lắp đặt thôi không vận chuyển  Thế thì đừng ghi là miễn phí vận chuyển lắp đặt  có thế nào thì bảo thẳng ngay từ đầu để khách hàng còn chủ động làm  Làm ăn lươn lẹo  trí trá                 ,
Thử mua đồ điện tử TIKI 1 lần và nhận về trải nghiệm mua hàng cực tệ  Những ai tiếp tục mua thì  1  Tỷ phú về thời gian vì delay là chuyện bình thường và không có thông báo về lịch mới đâu 2  Chủ động chat  gọi hotline báo tiếp nhận nhưng thực tế tiếp nhận để đó thôi 3  TIKI không nắm được tình trạng bên vận chuyển để có thời gian cam kết                   ,
Nhân viên giao hàng nhanh và lắp đặt cẩn thận  nhiệt tình lắm  Lúc đầu khi đặt mua mình cũng phân vân liệu có bị phải tự bê lên nhà như khách mua trước phản ánh không  Nhưng đến h thì rất hài lòng                    ,
Máy chạy tốt  biết tự động xác định độ ẩm và điều chinh thời gian sấy  Ngoại hình đẹp khi kết hợp mây giặt cùng serie                                        ,
giao hàng nhanh lắp đặt tận nơi hướng dẫn tận tình   giảm bụi bông vải   quần áo phẳng   không mất màu hài lòng về sp                    ,
sản phẩm hữu dụng  chất lượng tốt nhưng do không giao hàng đến Băc Ninh nên hơi bất tiện về nhận và vận chuyển cho tôi                   ,
máy dùng ban đầu thấy rất tốt  quần áo sấy nhanh khô  rất nhiều bụi vải trong mỗi lần sấy ở lọc                   ,
Máy sấy tốt  Hơi ồn  Rất thích mấy ngày mưa                     ,
Tiki giao hàng đến hôm nay được gần chục hôm rồi mà không thấy ai liên hệ lắp đặt                       ,
Khi nào thì có người đến lắp đặt cho mình                    ,
dịch vụ giao hàng không có tâm  giao tủ lạnh mà đi có 1 người  mình ở lầu 2 không khiêng lên cho mình  giao tới xong quăng đấy cho khách tự xử                  ,
mình mua của nhà phân phối HC  rất không hài lòng với dịch vụ ở đây  giao hàng không đúng hẹn  hẹn tới hẹn lui giao muộn  làm mình mất 2 ngày không làm được gì phải ở nhà chờ hàng                 ,
giao hàng bỏ đại dưới tầng trệt                    ,
Nhân viên giao hàng và bạn tổng đài rất nhiệt tình  Sẽ còn mua hàng của tiki thêm nữa                    ,
Nên tuyển lại người lắp đặt nếu không muốn mất hết khách nhé tiki  Vì mình thấy report bộ phận lắp đặt cũng nhiều rồi  Đến lượt mình thì mới được trải nghiệm dịch vụ “chăm sóc khách hàng” của tiki là như thế nào  Sáng thứ 2 báo lên lắp thì chờ đến chiều mình không thấy ai  mình nhắn hỏi thì gọi lại nói mình sáng gọi mà điện thoại mình tò tí te Trong khi sáng hôm đó mình ngồi cầm điện thoại chờ đến chiều Sau đó hẹn mình đến 8 giờ hôm nay  Mình chờ đến 8 rưỡi gọi hỏi thì bảo là con ốm  không đến được  có người sẽ gọi mình sau  rồi cúp máy trong khi mình chưa nói chuyện xong Nói chung phần training nhân viên khá tệ nên mới xảy ra tình trạng này                 ,
Tiki giao hàng lỗi nhưng không chịu đổi hàng mới  Sản phẩm giao đến tay mình bị lỗi kỹ thuật tiki đến lắp đặt và xác nhận lỗi máy không mở lên được  mình yêu cầu đổi hàng mới nhưng quy trình của tiki quá vô lý  khi bắt mình đợi bên hãng xuống xác nhận  và bên hãng xuống thì không đem bắt cứ biên bản nào theo để xác nhận mà còn yêu cầu tháo máy ra sửa trong khi mình mua hàng mới chư đâu phải sử dụng rồi cần bảo hành  khách hàng mua hàng của tiki thì tiki phải có trách nhiệm với khách hàng của mình  chứ sao phải bắt khách hàng làm việc với hãng trong khi máy vừa lắp lên đã lỗi  Gọi tiki 3 ngày liên tục nhưng mình vẫn chưa được đổi hàng mới   Quá thất vọng khi mình đã mua rất nhiều hàng giá trị trên tiki  giờ gặp sản phẩm lỗi mới thấy sự không chuyên nghiệp  quá mất niềm tin              ,
Mình đã đặt mua 2 máy nước nóng  rất hài lòng về vận chuyển và cách phục vụ của Tiki  sẽ luôn mua hàng của Tiki  Phần lắp đặt thì miễn phí                  ,
Máy mới mua nên chưa biết nhưng giao hàng chuyên nghiệp  Tiki đến lắp trong vòng 3h  do kỹ thuật đang ở sẵn khu vực đó                     ,
Giao hàng siêu chậm  chờ lắp đặt dài cổ  Bạn shipper siêu lười  Hẹn tới hẹn lui  không giao hàng thành công thì bên lắp đặt không có thông tin  Thế là lại phải đợi thêm 48h lắp đặt  Mùa lạnh mà chờ gần 1 tuần mới có máy xài  Hẻo hẻo hẻo                     ,
Thợ lắp sai dây nguồn nên nguồn không lên mà phán máy hư  phải gọi Bảo Hành Ariston lên kiểm tra mới biết Tiki nên xem lại thợ bắt nước nóng bên khu Tân Phú HCM                   ,
hàng chính hãng  giao hàng nhanh                    ,
Mua 2 bình về sau khi lắp đặt nước ít và không nóng  liên hệ với cskh của Ariston thì họ nói mua ở tiki họ không hỗ trợ  Liên hệ tiki hơn 10 ngày chưa thấy trả lời                   ,
Có chợt vẹt  nhưng không biết thế nào  Đóng gói chắc chắn  kiểm tra vẫn chính hãng                  ,
Dây nước máy giặt mà 1 sợi 150k  2 sợi 300k   dây có mối nối sẵn tính tiền mối nối riêng hết 80k  dây xã nước 3 sợi tính 60k  thêm van nước chia 3 tính 95k Nói chung mọi người mua máy giặt kêu thợ muốn mua gì để mình tự mua  đừng để họ mua  không thành thật nên không thèm cho thêm Lần đầu mua kiểu này trên tiki  thà mua của điện máy còn hơn Không chấp nhận được   muốn trả luôn cái máy giặt            ,
Tôi mua sản phẩm đã ba ngày nhưng chưa được kích hoạt bảo hành sản phẩm  Tôi đã nhiều lần gọi điện cho số hotline của tiki và họ nói đã gửi email cho tôi nhưng tôi không nhận được mặc dù email của tôi vẫn nhận bình thường mỗi ngày  Họ vẫn có nhiều cách khác để hướng dẫn tôi nhưng những gì tôi nhận được chỉ là chúng tôi đã gởi emal cho bạn rồi  Tôi yêu cầu tiki tìm cách kích hoạt bảo hành sản phẩm cho tôi hoặc nhận lại sản phẩm đã bán                     ,
Xe hàng chở tới quăng máy đó bỏ đi   không hề chịu trách nhiệm khiêng vào hoặc hổ trợ lắp đặt   Quá tệ chả lẽ tôi đòi tiền lại   Tiki chọn đối tác quá tệ ảnh hưởng đến uy tín của Tiki   Tôi thật sự phẫn uất                     ,
máy giặt giá rẻ hơn so với những bên khác  hàng chất lượng nhưng không hài lòng cái là nhân viên giao hàng không phụ bê vô nhà trong khi chỉ mất vài phút  bỏ đấy cho khách hàng tự xử trong khi nhà chỉ có 1 người                   ,
Dịch vụ giao hàng và lắp ráp rất chậm trễ  nhân viên lắp ráp không nhiệt tình  tính tiền 1 cái có 120 000₫   trong khi đó đi ra ngoài mua   1 cái chỉ có giá 20 000đ                ,
Tiki có văn hóa bán hàng không thế Giao hàng nhận tiền xong  chậm lắp đặt quá mốc 48h nhưng không thèm thông báo  không thèm nói 1 câu xin lỗi  Nếu không làm được thì ít nhất cũng phải có văn hóa ứng xử chứ                  ,
máy giặt êm  sạch  giặt xả vải rất thơm  chất lượng tuyệt vời giao hàng nhanh  nhiệt tình cảm ơn tiki               ,
Giao hàng xong đến nay đã ngày thứ 5 vẫn chưa thấy đến lắp đặt  Xin cho tôi lại số điện thoại để liên hệ được không ạ                     ,
tôi đã mua máy và lắp đặt hơn 1 tuần nhưng vẫn chưa được kích hoạt bảo hành dù đã phản hồi rồi                    ,
mua máy giặt được 2 tháng mà chưa thấy kích hoạt mã bảo hành điện tử  đề nghị tiki kiểm tra nhé                    ,
